date,pcp,evap,debit
2002-01-05,0.0,5.34,0.405
2002-01-06,0.0,5.56,0.385
2002-01-07,0.0,5.6,0.365
2002-01-08,0.0,4.91,0.347
2002-01-09,0.0,4.75,0.33
2002-01-10,0.0,5.76,0.313
2002-01-11,0.0,5.85,0.298
2002-01-12,0.0,5.22,0.283
2002-01-13,0.0,5.0,0.269
2002-01-14,0.0,5.63,0.255
2002-01-15,0.0,5.91,0.242
2002-01-16,0.0,6.2,0.23
2002-01-17,0.0,5.85,0.219
2002-01-18,0.0,5.61,0.208
2002-01-19,0.0,5.49,0.197
2002-01-20,0.0,5.79,0.188
2002-01-21,0.0,5.73,0.178
2002-01-22,0.0,5.54,0.169
2002-01-23,0.0,6.49,0.161
2002-01-24,0.0,6.44,0.153
2002-01-25,0.0,6.28,0.145
2002-01-26,0.0,5.69,0.138
2002-01-27,0.0,6.25,0.131
2002-01-28,0.0,6.21,0.124
2002-01-29,0.0,6.18,0.118
2002-01-30,7.3,6.45,0.112
2002-01-31,0.0,6.29,0.107
2002-02-01,0.0,6.35,0.101
2002-02-02,0.0,6.34,0.096
2002-02-03,0.0,6.28,0.091
2002-02-04,0.0,5.66,0.087
2002-02-05,0.0,6.25,0.083
2002-02-06,0.0,6.08,0.078
2002-02-07,0.0,5.89,0.074
2002-02-08,0.0,6.8,0.071
2002-02-09,0.0,6.83,0.067
2002-02-10,0.0,6.74,0.064
2002-02-11,0.0,6.43,0.061
2002-02-12,0.0,6.78,0.058
2002-02-13,0.0,6.4,0.055
2002-02-14,0.0,6.47,0.052
2002-02-15,0.0,6.1,0.049
2002-02-16,0.0,6.57,0.047
2002-02-17,0.0,6.49,0.045
2002-02-18,0.0,6.09,0.042
2002-02-19,0.0,6.48,0.04
2002-02-20,0.0,6.49,0.038
2002-02-21,0.0,7.07,0.036
2002-02-22,0.0,6.81,0.035
2002-02-23,0.0,6.56,0.033
2002-02-24,0.0,6.65,0.031
2002-02-25,0.0,6.6,0.03
2002-02-26,0.0,6.53,0.028
2002-02-27,0.0,6.28,0.027
2002-02-28,0.0,6.57,0.025
2002-03-01,0.0,6.4,0.024
2002-03-02,0.0,6.26,0.023
2002-03-03,0.0,6.8,0.022
2002-03-04,0.0,6.77,0.021
2002-03-05,0.0,6.12,0.02
2002-03-06,0.0,6.63,0.019
2002-03-07,0.0,6.97,0.018
2002-03-08,0.0,7.0,0.017
2002-03-09,0.0,6.99,0.016
2002-03-10,0.0,6.7,0.015
2002-03-11,9.7,6.44,0.014
2002-03-12,3.7,6.37,0.014
2002-03-13,0.0,6.8,0.013
2002-03-14,0.0,6.81,0.012
2002-03-15,0.0,7.09,0.012
2002-03-16,0.0,7.03,0.011
2002-03-17,0.0,6.66,0.011
2002-03-18,0.0,6.33,0.01
2002-03-19,0.0,6.6,0.01
2002-03-20,0.0,6.76,0.009
2002-03-21,0.0,6.63,0.009
2002-03-22,0.0,6.51,0.008
2002-03-23,1.9,6.76,0.008
2002-03-24,0.0,6.53,0.007
2002-03-25,0.0,6.49,0.007
2002-03-26,0.0,6.76,0.007
2002-03-27,0.0,6.54,0.006
2002-03-28,0.0,6.73,0.006
2002-03-29,3.6,6.73,0.006
2002-03-30,0.0,6.29,0.005
2002-03-31,0.0,6.48,0.005
2002-04-01,0.0,7.05,0.005
2002-04-02,0.0,6.26,0.005
2002-04-03,0.0,5.96,0.004
2002-04-04,0.0,6.02,0.004
2002-04-05,0.0,6.58,0.004
2002-04-06,0.0,6.57,0.004
2002-04-07,7.6,6.51,0.004
2002-04-08,0.0,6.89,0.003
2002-04-09,0.0,5.71,0.003
2002-04-10,0.0,6.62,0.003
2002-04-11,0.0,6.95,0.003
2002-04-12,0.0,6.13,0.003
2002-04-13,0.0,6.34,0.003
2002-04-14,0.0,6.21,0.003
2002-04-15,0.0,6.15,0.002
2002-04-16,0.0,6.3,0.002
2002-04-17,0.0,6.8,0.002
2002-04-18,0.0,6.91,0.002
2002-04-19,0.0,6.23,0.002
2002-04-20,0.0,6.88,0.002
2002-04-21,0.0,6.3,0.002
2002-04-22,0.0,6.8,0.002
2002-04-23,0.0,6.22,0.002
2002-04-24,0.0,6.26,0.002
2002-04-25,0.0,6.31,0.001
2002-04-26,0.0,7.13,0.001
2002-04-27,0.0,6.41,0.001
2002-04-28,0.0,5.91,0.001
2002-04-29,0.0,6.39,0.001
2002-04-30,0.0,5.96,0.001
2002-05-01,0.0,5.9,0.001
2002-05-02,0.0,6.29,0.001
2002-05-03,0.0,6.0,0.001
2002-05-04,0.0,6.05,0.001
2002-05-05,0.0,5.94,0.001
2002-05-06,0.0,6.01,0.001
2002-05-07,0.0,6.0,0.001
2002-05-08,0.0,5.27,0.001
2002-05-09,0.0,6.02,0.001
2002-05-10,0.0,5.49,0.001
2002-05-11,0.0,5.32,0.001
2002-05-12,0.0,5.71,0.001
2002-05-13,0.0,5.72,0.001
2002-05-14,0.0,5.45,0.001
2002-05-15,0.0,5.88,0.001
2002-05-16,0.0,5.19,0.0
2002-05-17,0.0,5.44,0.0
2002-05-18,18.1,5.35,0.0
2002-05-19,0.0,5.48,0.0
2002-05-20,0.0,5.55,0.0
2002-05-21,0.0,5.13,0.0
2002-05-22,0.0,5.61,0.0
2002-05-23,0.0,5.38,0.0
2002-05-24,0.0,4.76,0.0
2002-05-25,0.0,4.7,0.0
2002-05-26,36.4,5.25,0.0
2002-05-27,0.0,5.15,0.0
2002-05-28,0.0,5.15,0.0
2002-05-29,0.0,5.14,0.0
2002-05-30,5.7,5.18,0.0
2002-05-31,0.0,5.36,0.0
2002-06-01,0.0,4.7,0.0
2002-06-02,0.0,4.65,0.0
2002-06-03,19.0,4.63,0.0
2002-06-04,0.0,5.01,0.0
2002-06-05,0.0,5.26,0.0
2002-06-06,0.0,4.72,0.0
2002-06-07,24.0,4.06,0.0
2002-06-08,1.9,4.26,0.0
2002-06-09,4.0,4.49,0.0
2002-06-10,0.0,4.53,0.0
2002-06-11,3.2,4.54,0.0
2002-06-12,14.3,4.64,0.0
2002-06-13,0.0,4.49,0.0
2002-06-14,19.4,4.86,0.0
2002-06-15,2.6,4.31,0.0
2002-06-16,0.0,4.22,0.0
2002-06-17,20.5,4.58,0.0
2002-06-18,60.5,3.94,0.0
2002-06-19,12.3,4.48,0.0
2002-06-20,29.7,4.35,29.913
2002-06-21,0.0,4.24,3.707
2002-06-22,6.8,4.72,3.521
2002-06-23,30.7,4.02,101.769
2002-06-24,0.0,4.79,15.374
2002-06-25,0.0,4.07,14.605
2002-06-26,22.6,3.71,54.87
2002-06-27,7.9,4.08,33.515
2002-06-28,0.0,3.7,19.238
2002-06-29,0.0,3.76,18.276
2002-06-30,0.0,4.07,17.362
2002-07-01,11.2,4.08,16.494
2002-07-02,10.0,3.69,25.162
2002-07-03,8.1,4.14,31.875
2002-07-04,0.0,4.15,17.219
2002-07-05,0.0,4.2,16.358
2002-07-06,37.3,3.89,116.506
2002-07-07,0.0,4.11,27.274
2002-07-08,11.8,3.1,44.47
2002-07-09,0.0,3.53,26.914
2002-07-10,0.0,3.33,25.569
2002-07-11,6.7,3.59,24.29
2002-07-12,6.1,3.35,23.076
2002-07-13,0.0,3.44,21.922
2002-07-14,18.5,4.02,62.147
2002-07-15,0.0,3.37,24.905
2002-07-16,24.2,3.52,92.995
2002-07-17,0.0,3.29,31.068
2002-07-18,3.0,3.35,29.515
2002-07-19,23.1,3.3,92.982
2002-07-20,6.3,3.4,46.264
2002-07-21,0.8,3.58,34.385
2002-07-22,24.3,3.7,104.009
2002-07-23,0.0,3.26,39.873
2002-07-24,15.5,3.32,73.694
2002-07-25,35.7,2.77,171.914
2002-07-26,6.4,3.06,68.032
2002-07-27,28.0,3.34,152.082
2002-07-28,0.0,3.29,63.134
2002-07-29,0.0,3.06,59.977
2002-07-30,1.0,3.24,56.979
2002-07-31,0.0,3.09,54.13
2002-08-01,0.0,3.28,51.423
2002-08-02,0.0,2.98,48.852
2002-08-03,5.4,2.76,46.409
2002-08-04,20.1,2.94,55.648
2002-08-05,13.3,1.94,88.678
2002-08-06,0.0,2.91,46.772
2002-08-07,0.0,1.67,44.433
2002-08-08,58.1,2.23,247.288
2002-08-09,44.7,2.86,232.582
2002-08-10,0.0,2.84,82.939
2002-08-11,0.0,2.33,78.792
2002-08-12,10.7,2.44,87.539
2002-08-13,0.0,3.05,72.682
2002-08-14,13.6,2.47,101.448
2002-08-15,9.1,3.27,92.89
2002-08-16,0.0,2.58,69.014
2002-08-17,0.0,2.68,65.564
2002-08-18,0.0,3.03,62.285
2002-08-19,9.6,2.57,59.171
2002-08-20,52.4,2.21,252.43
2002-08-21,5.5,2.46,89.855
2002-08-22,7.7,2.47,96.218
2002-08-23,31.9,2.06,193.308
2002-08-24,0.7,2.37,85.212
2002-08-25,15.1,2.21,125.821
2002-08-26,11.0,2.7,115.606
2002-08-27,53.0,2.42,284.416
2002-08-28,0.0,2.32,103.352
2002-08-29,4.8,2.36,98.763
2002-08-30,0.0,2.45,93.347
2002-08-31,0.0,2.55,88.679
2002-09-01,0.0,2.06,84.245
2002-09-02,9.0,2.04,80.192
2002-09-03,6.9,2.68,92.902
2002-09-04,0.0,2.21,74.336
2002-09-05,0.0,1.91,70.62
2002-09-06,39.5,2.46,198.8
2002-09-07,0.0,2.46,80.055
2002-09-08,0.0,1.86,76.052
2002-09-09,4.7,2.38,72.25
2002-09-10,0.0,2.53,68.637
2002-09-11,5.3,2.42,65.205
2002-09-12,8.6,2.49,80.375
2002-09-13,0.0,1.88,61.131
2002-09-14,13.1,2.4,93.376
2002-09-15,0.0,2.21,59.545
2002-09-16,0.0,2.16,56.568
2002-09-17,21.8,2.56,113.405
2002-09-18,0.0,2.75,58.446
2002-09-19,0.0,2.84,55.524
2002-09-20,10.5,2.7,61.986
2002-09-21,0.0,2.28,51.255
2002-09-22,0.0,2.42,48.692
2002-09-23,0.0,2.55,46.258
2002-09-24,2.4,2.36,43.945
2002-09-25,23.3,2.37,97.459
2002-09-26,0.0,2.59,46.564
2002-09-27,11.8,2.33,71.817
2002-09-28,10.6,2.14,79.223
2002-09-29,0.0,2.24,47.355
2002-09-30,0.0,2.57,44.987
2002-10-01,15.9,2.39,77.79
2002-10-02,26.4,2.5,140.379
2002-10-03,0.0,2.61,54.523
2002-10-04,0.0,2.31,51.797
2002-10-05,0.0,2.66,49.207
2002-10-06,11.6,2.56,53.27
2002-10-07,2.9,2.09,48.452
2002-10-08,0.0,2.91,43.357
2002-10-09,0.0,2.34,41.19
2002-10-10,0.0,2.01,39.13
2002-10-11,0.0,2.21,37.174
2002-10-12,0.0,2.23,35.315
2002-10-13,0.0,2.57,33.549
2002-10-14,0.0,2.49,31.872
2002-10-15,8.0,2.49,30.278
2002-10-16,0.0,2.8,28.764
2002-10-17,0.0,2.73,27.326
2002-10-18,0.0,2.75,25.96
2002-10-19,0.0,2.8,24.662
2002-10-20,0.0,2.88,23.429
2002-10-21,0.0,2.08,22.257
2002-10-22,0.0,2.63,21.144
2002-10-23,0.0,2.11,20.087
2002-10-24,0.0,2.8,19.083
2002-10-25,0.0,2.81,18.129
2002-10-26,0.0,3.15,17.222
2002-10-27,0.0,3.22,16.361
2002-10-28,0.0,2.95,15.543
2002-10-29,3.9,2.76,14.766
2002-10-30,0.0,3.08,14.028
2002-10-31,2.4,2.81,13.326
2002-11-01,0.0,2.99,12.66
2002-11-02,0.0,3.31,12.027
2002-11-03,0.0,2.88,11.426
2002-11-04,0.0,3.32,10.854
2002-11-05,0.0,3.31,10.312
2002-11-06,0.0,2.85,9.796
2002-11-07,0.0,3.46,9.306
2002-11-08,0.0,3.4,8.841
2002-11-09,0.0,3.26,8.399
2002-11-10,0.0,3.03,7.979
2002-11-11,0.0,3.03,7.58
2002-11-12,0.0,3.16,7.201
2002-11-13,0.0,3.51,6.841
2002-11-14,0.0,3.1,6.499
2002-11-15,0.0,3.55,6.174
2002-11-16,0.0,3.08,5.865
2002-11-17,5.3,3.42,5.572
2002-11-18,0.0,3.55,5.293
2002-11-19,0.0,4.28,5.029
2002-11-20,0.0,3.17,4.777
2002-11-21,0.0,4.06,4.538
2002-11-22,0.0,3.7,4.311
2002-11-23,0.0,3.81,4.096
2002-11-24,0.0,3.76,3.891
2002-11-25,0.0,3.89,3.697
2002-11-26,0.0,3.75,3.512
2002-11-27,0.0,4.27,3.336
2002-11-28,14.4,3.73,3.169
2002-11-29,0.0,4.24,3.011
2002-11-30,0.0,3.75,2.86
2002-12-01,0.0,3.96,2.717
2002-12-02,0.0,3.69,2.581
2002-12-03,0.0,4.19,2.452
2002-12-04,0.0,4.52,2.33
2002-12-05,0.0,4.1,2.213
2002-12-06,0.0,4.1,2.103
2002-12-07,0.0,3.87,1.997
2002-12-08,0.0,4.17,1.898
2002-12-09,0.0,3.8,1.803
2002-12-10,0.0,4.04,1.713
2002-12-11,9.7,4.42,1.627
2002-12-12,0.0,4.78,1.546
2002-12-13,0.0,5.27,1.468
2002-12-14,0.0,4.29,1.395
2002-12-15,0.0,4.93,1.325
2002-12-16,0.0,4.61,1.259
2002-12-17,0.0,4.53,1.196
2002-12-18,0.0,4.75,1.136
2002-12-19,0.0,4.67,1.079
2002-12-20,0.0,4.72,1.025
2002-12-21,0.0,4.61,0.974
2002-12-22,0.0,4.35,0.925
2002-12-23,0.0,4.34,0.879
2002-12-24,0.0,5.04,0.835
2002-12-25,0.0,4.8,0.793
2002-12-26,0.0,4.74,0.754
2002-12-27,0.0,4.96,0.716
2002-12-28,0.0,5.23,0.68
2002-12-29,0.0,5.08,0.646
2002-12-30,0.0,4.87,0.614
2002-12-31,0.0,5.47,0.583
2003-01-01,0.0,5.62,0.554
2003-01-02,25.9,5.33,0.526
2003-01-03,0.0,5.51,0.5
2003-01-04,0.0,5.63,0.475
2003-01-05,0.0,5.63,0.451
2003-01-06,0.0,5.51,0.429
2003-01-07,0.0,5.54,0.407
2003-01-08,0.0,5.55,0.387
2003-01-09,0.0,5.1,0.368
2003-01-10,0.0,5.67,0.349
2003-01-11,0.0,5.09,0.332
2003-01-12,0.0,5.29,0.315
2003-01-13,0.0,5.95,0.299
2003-01-14,0.0,5.85,0.284
2003-01-15,0.0,6.07,0.27
2003-01-16,0.0,5.58,0.257
2003-01-17,0.0,5.35,0.244
2003-01-18,0.0,5.65,0.232
2003-01-19,0.0,5.79,0.22
2003-01-20,0.0,5.81,0.209
2003-01-21,0.0,6.16,0.199
2003-01-22,0.0,5.74,0.189
2003-01-23,16.0,5.98,0.179
2003-01-24,0.0,5.61,0.17
2003-01-25,0.0,6.07,0.162
2003-01-26,0.0,5.96,0.154
2003-01-27,0.0,5.77,0.146
2003-01-28,0.0,5.95,0.139
2003-01-29,0.0,5.99,0.132
2003-01-30,0.0,5.99,0.125
2003-01-31,0.0,6.63,0.119
2003-02-01,0.0,6.1,0.113
2003-02-02,0.0,6.08,0.107
2003-02-03,0.0,5.55,0.102
2003-02-04,0.0,5.93,0.097
2003-02-05,0.0,6.14,0.092
2003-02-06,0.0,6.04,0.087
2003-02-07,0.0,6.68,0.083
2003-02-08,0.0,6.24,0.079
2003-02-09,0.0,6.7,0.075
2003-02-10,0.0,6.35,0.071
2003-02-11,0.0,6.37,0.068
2003-02-12,0.0,6.35,0.064
2003-02-13,0.0,6.4,0.061
2003-02-14,0.0,6.93,0.058
2003-02-15,0.0,5.74,0.055
2003-02-16,0.0,5.85,0.052
2003-02-17,0.0,6.3,0.05
2003-02-18,0.0,6.49,0.047
2003-02-19,0.0,6.71,0.045
2003-02-20,0.0,6.66,0.043
2003-02-21,0.0,6.41,0.041
2003-02-22,0.0,6.85,0.038
2003-02-23,0.0,6.87,0.037
2003-02-24,0.0,6.63,0.035
2003-02-25,0.0,6.87,0.033
2003-02-26,0.0,6.68,0.031
2003-02-27,0.0,6.44,0.03
2003-02-28,0.0,6.83,0.028
2003-03-01,0.0,6.66,0.027
2003-03-02,0.0,6.64,0.026
2003-03-03,0.0,7.09,0.024
2003-03-04,0.0,5.92,0.023
2003-03-05,0.0,6.24,0.022
2003-03-06,0.0,6.31,0.021
2003-03-07,0.0,6.56,0.02
2003-03-08,0.0,6.6,0.019
2003-03-09,0.0,6.23,0.018
2003-03-10,0.0,6.39,0.017
2003-03-11,0.0,6.43,0.016
2003-03-12,0.0,7.43,0.015
2003-03-13,0.0,7.24,0.015
2003-03-14,0.0,6.58,0.014
2003-03-15,0.0,6.59,0.013
2003-03-16,0.0,6.36,0.012
2003-03-17,0.0,6.13,0.012
2003-03-18,0.0,6.66,0.011
2003-03-19,0.0,6.4,0.011
2003-03-20,0.0,6.67,0.01
2003-03-21,0.0,6.21,0.01
2003-03-22,0.0,6.46,0.009
2003-03-23,0.0,6.73,0.009
2003-03-24,0.0,6.79,0.008
2003-03-25,0.0,6.8,0.008
2003-03-26,0.0,6.27,0.007
2003-03-27,0.0,6.92,0.007
2003-03-28,0.0,6.41,0.007
2003-03-29,0.0,6.84,0.006
2003-03-30,0.0,6.63,0.006
2003-03-31,0.0,6.21,0.006
2003-04-01,0.0,6.52,0.005
2003-04-02,0.0,6.72,0.005
2003-04-03,0.0,6.78,0.005
2003-04-04,0.0,6.54,0.005
2003-04-05,0.0,7.03,0.004
2003-04-06,0.0,6.86,0.004
2003-04-07,0.0,6.47,0.004
2003-04-08,0.0,6.76,0.004
2003-04-09,0.0,7.1,0.004
2003-04-10,0.0,7.09,0.003
2003-04-11,0.0,6.12,0.003
2003-04-12,0.0,6.19,0.003
2003-04-13,0.0,6.9,0.003
2003-04-14,0.0,6.11,0.003
2003-04-15,0.0,6.02,0.003
2003-04-16,0.0,6.25,0.003
2003-04-17,0.0,6.5,0.002
2003-04-18,0.0,6.32,0.002
2003-04-19,0.0,6.14,0.002
2003-04-20,0.0,6.11,0.002
2003-04-21,0.0,6.08,0.002
2003-04-22,0.0,6.01,0.002
2003-04-23,0.0,6.93,0.002
2003-04-24,0.0,6.31,0.002
2003-04-25,0.0,6.47,0.002
2003-04-26,0.0,6.03,0.002
2003-04-27,0.0,6.09,0.001
2003-04-28,0.0,5.91,0.001
2003-04-29,0.0,5.3,0.001
2003-04-30,0.0,5.66,0.001
2003-05-01,0.0,5.5,0.001
2003-05-02,0.0,5.34,0.001
2003-05-03,0.0,5.63,0.001
2003-05-04,0.0,6.36,0.001
2003-05-05,0.0,5.92,0.001
2003-05-06,0.0,6.29,0.001
2003-05-07,0.0,6.0,0.001
2003-05-08,0.0,6.08,0.001
2003-05-09,0.0,5.55,0.001
2003-05-10,9.0,5.94,0.001
2003-05-11,0.0,5.97,0.001
2003-05-12,0.0,5.55,0.001
2003-05-13,5.2,5.86,0.001
2003-05-14,0.0,5.83,0.001
2003-05-15,0.0,5.46,0.001
2003-05-16,11.3,5.26,0.001
2003-05-17,0.0,5.21,0.001
2003-05-18,0.0,5.56,0.0
2003-05-19,0.0,5.59,0.0
2003-05-20,0.0,5.22,0.0
2003-05-21,0.0,5.44,0.0
2003-05-22,37.7,5.56,0.0
2003-05-23,0.0,5.54,0.0
2003-05-24,0.0,5.79,0.0
2003-05-25,0.0,5.67,0.0
2003-05-26,2.4,4.95,0.0
2003-05-27,0.0,5.72,0.0
2003-05-28,29.1,5.02,0.0
2003-05-29,0.0,5.46,0.0
2003-05-30,0.0,5.13,0.0
2003-05-31,0.0,4.95,0.0
2003-06-01,0.8,4.49,0.0
2003-06-02,0.0,4.95,0.0
2003-06-03,5.9,4.49,0.0
2003-06-04,14.0,5.22,0.0
2003-06-05,0.0,5.34,0.0
2003-06-06,0.0,4.61,0.0
2003-06-07,0.0,4.9,0.0
2003-06-08,0.0,4.56,0.0
2003-06-09,10.4,4.55,0.0
2003-06-10,13.0,4.93,0.0
2003-06-11,0.0,4.65,0.0
2003-06-12,2.4,5.15,0.0
2003-06-13,0.0,4.44,0.0
2003-06-14,28.4,4.85,0.0
2003-06-15,0.0,4.54,0.0
2003-06-16,0.0,4.71,0.0
2003-06-17,15.2,4.3,0.0
2003-06-18,20.4,4.38,0.0
2003-06-19,0.0,4.33,0.0
2003-06-20,0.0,4.07,0.0
2003-06-21,0.0,4.48,0.0
2003-06-22,0.0,4.44,0.0
2003-06-23,12.6,4.39,0.0
2003-06-24,9.6,4.63,0.0
2003-06-25,0.0,4.57,0.0
2003-06-26,12.0,3.99,0.0
2003-06-27,0.0,4.17,0.0
2003-06-28,9.9,3.84,0.0
2003-06-29,24.3,3.99,0.0
2003-06-30,0.0,3.77,0.0
2003-07-01,0.0,4.4,0.0
2003-07-02,0.0,3.99,0.0
2003-07-03,12.5,3.78,0.0
2003-07-04,0.0,4.16,0.0
2003-07-05,0.0,3.12,0.0
2003-07-06,0.0,3.13,0.0
2003-07-07,0.0,3.94,0.0
2003-07-08,0.0,3.68,0.0
2003-07-09,0.0,3.7,0.0
2003-07-10,0.9,3.2,0.0
2003-07-11,24.6,3.55,0.0
2003-07-12,0.0,4.13,0.0
2003-07-13,44.0,3.74,24.929
2003-07-14,3.6,3.51,3.448
2003-07-15,0.0,3.29,2.979
2003-07-16,9.4,3.27,14.366
2003-07-17,0.0,2.72,4.118
2003-07-18,0.0,3.4,3.912
2003-07-19,52.1,3.55,173.701
2003-07-20,0.0,2.79,24.594
2003-07-21,12.7,3.03,50.99
2003-07-22,0.0,2.85,25.619
2003-07-23,0.0,2.88,24.338
2003-07-24,7.0,3.16,23.121
2003-07-25,20.8,2.49,88.087
2003-07-26,17.2,3.27,84.684
2003-07-27,69.7,3.28,299.719
2003-07-28,15.4,2.95,115.352
2003-07-29,0.0,2.25,68.517
2003-07-30,20.2,2.67,126.214
2003-07-31,0.0,3.31,69.411
2003-08-01,108.5,2.08,477.789
2003-08-02,0.0,2.79,113.677
2003-08-03,3.5,2.51,107.993
2003-08-04,10.7,3.08,126.059
2003-08-05,0.0,2.61,100.371
2003-08-06,23.6,2.91,167.685
2003-08-07,0.0,2.94,99.548
2003-08-08,66.0,3.3,333.372
2003-08-09,0.0,2.66,119.432
2003-08-10,0.0,2.81,113.461
2003-08-11,0.0,2.23,107.788
2003-08-12,15.7,3.02,123.057
2003-08-13,12.1,2.41,138.531
2003-08-14,19.5,2.45,167.723
2003-08-15,14.9,2.59,152.25
2003-08-16,12.7,2.11,146.318
2003-08-17,0.0,2.63,104.07
2003-08-18,0.0,2.83,98.866
2003-08-19,0.0,2.61,93.923
2003-08-20,0.5,2.03,89.227
2003-08-21,39.9,2.46,197.039
2003-08-22,0.0,2.7,94.439
2003-08-23,30.0,1.9,191.234
2003-08-24,26.4,2.13,194.722
2003-08-25,0.0,2.7,104.929
2003-08-26,0.0,2.51,99.682
2003-08-27,0.0,2.54,94.698
2003-08-28,13.5,2.96,101.877
2003-08-29,0.0,2.53,86.941
2003-08-30,10.3,2.58,103.437
2003-08-31,40.3,3.18,229.269
2003-09-01,0.0,2.3,95.362
2003-09-02,12.4,2.11,122.586
2003-09-03,0.0,2.47,90.028
2003-09-04,0.0,2.47,85.527
2003-09-05,2.8,2.17,81.25
2003-09-06,0.0,2.01,77.188
2003-09-07,0.0,3.01,73.328
2003-09-08,0.0,2.41,69.662
2003-09-09,0.0,2.09,66.179
2003-09-10,0.0,2.58,62.87
2003-09-11,7.6,2.27,59.726
2003-09-12,0.0,2.23,56.74
2003-09-13,0.0,2.47,53.903
2003-09-14,33.0,1.91,116.745
2003-09-15,0.0,2.41,56.769
2003-09-16,0.0,2.87,53.93
2003-09-17,0.0,2.44,51.234
2003-09-18,0.0,2.19,48.672
2003-09-19,0.0,2.15,46.238
2003-09-20,0.0,2.19,43.926
2003-09-21,0.0,2.24,41.73
2003-09-22,0.0,2.2,39.644
2003-09-23,4.8,2.6,37.661
2003-09-24,14.0,1.81,35.778
2003-09-25,0.0,2.59,33.989
2003-09-26,0.0,2.23,32.29
2003-09-27,0.0,2.46,30.675
2003-09-28,30.9,2.02,103.424
2003-09-29,0.0,2.77,36.889
2003-09-30,0.0,2.75,35.045
2003-10-01,0.0,2.67,33.292
2003-10-02,17.3,1.94,60.947
2003-10-03,0.0,2.66,33.679
2003-10-04,0.0,2.54,31.995
2003-10-05,0.0,1.95,30.396
2003-10-06,27.7,2.44,101.809
2003-10-07,0.0,2.57,36.469
2003-10-08,0.0,2.64,34.646
2003-10-09,0.0,2.54,32.914
2003-10-10,4.1,2.59,31.268
2003-10-11,0.0,2.96,29.705
2003-10-12,0.0,2.91,28.219
2003-10-13,0.0,1.7,26.808
2003-10-14,0.0,2.48,25.468
2003-10-15,0.0,2.54,24.195
2003-10-16,0.0,2.09,22.985
2003-10-17,0.2,2.66,21.836
2003-10-18,0.0,3.03,20.744
2003-10-19,0.0,2.35,19.707
2003-10-20,0.0,2.8,18.721
2003-10-21,0.0,2.44,17.785
2003-10-22,0.0,2.54,16.896
2003-10-23,0.0,3.21,16.051
2003-10-24,0.0,2.62,15.249
2003-10-25,0.0,2.95,14.486
2003-10-26,0.0,2.27,13.762
2003-10-27,0.0,3.42,13.074
2003-10-28,0.0,3.07,12.42
2003-10-29,6.0,2.86,11.799
2003-10-30,0.0,3.11,11.209
2003-10-31,0.0,2.54,10.649
2003-11-01,0.0,3.35,10.116
2003-11-02,0.0,2.92,9.61
2003-11-03,0.0,2.99,9.13
2003-11-04,0.0,2.93,8.673
2003-11-05,0.0,2.93,8.24
2003-11-06,0.0,3.34,7.828
2003-11-07,0.0,3.24,7.436
2003-11-08,0.0,3.39,7.065
2003-11-09,0.0,3.22,6.711
2003-11-10,0.0,3.41,6.376
2003-11-11,0.0,3.16,6.057
2003-11-12,0.0,3.99,5.754
2003-11-13,0.0,2.88,5.466
2003-11-14,0.0,3.76,5.193
2003-11-15,0.0,3.83,4.933
2003-11-16,12.7,3.19,4.687
2003-11-17,0.0,4.15,4.452
2003-11-18,0.0,3.82,4.23
2003-11-19,0.0,3.84,4.018
2003-11-20,0.0,3.59,3.817
2003-11-21,0.0,3.55,3.627
2003-11-22,0.0,3.59,3.445
2003-11-23,0.0,3.81,3.273
2003-11-24,0.0,4.14,3.109
2003-11-25,0.0,3.81,2.954
2003-11-26,0.0,3.52,2.806
2003-11-27,0.0,4.08,2.666
2003-11-28,0.0,4.14,2.533
2003-11-29,0.0,4.1,2.406
2003-11-30,0.0,4.16,2.286
2003-12-01,0.0,3.9,2.171
2003-12-02,0.0,3.74,2.063
2003-12-03,0.0,3.79,1.96
2003-12-04,13.7,3.6,1.862
2003-12-05,0.0,4.2,1.769
2003-12-06,0.5,4.14,1.68
2003-12-07,0.0,4.07,1.596
2003-12-08,5.2,3.35,1.516
2003-12-09,0.0,3.9,1.441
2003-12-10,0.0,4.65,1.368
2003-12-11,0.0,4.15,1.3
2003-12-12,0.0,4.5,1.235
2003-12-13,3.9,4.01,1.173
2003-12-14,0.0,4.9,1.115
2003-12-15,0.0,4.46,1.059
2003-12-16,0.0,4.63,1.006
2003-12-17,3.8,5.28,0.956
2003-12-18,0.0,5.07,0.908
2003-12-19,0.0,4.56,0.862
2003-12-20,0.0,4.51,0.819
2003-12-21,0.0,4.63,0.778
2003-12-22,0.0,4.92,0.739
2003-12-23,0.0,4.77,0.703
2003-12-24,0.0,4.72,0.667
2003-12-25,0.0,5.32,0.634
2003-12-26,0.0,4.88,0.602
2003-12-27,0.0,5.64,0.572
2003-12-28,0.0,5.02,0.544
2003-12-29,0.0,5.56,0.516
2003-12-30,0.0,5.17,0.491
2003-12-31,0.0,5.39,0.466
2004-01-01,0.0,4.93,0.443
2004-01-02,0.0,4.93,0.421
2004-01-03,0.0,5.36,0.4
2004-01-04,0.0,5.55,0.38
2004-01-05,6.1,5.3,0.361
2004-01-06,0.0,4.94,0.343
2004-01-07,0.0,4.95,0.325
2004-01-08,0.0,4.97,0.309
2004-01-09,0.0,4.9,0.294
2004-01-10,0.0,5.49,0.279
